carat,depth,table,x,y,z,price,cut
0.36,61.7,56.0,4.59,4.62,2.84,824,Ideal
0.41,61.9,55.0,4.79,4.81,2.97,824,Ideal
0.41,61.4,56.0,4.77,4.8,2.94,824,Ideal
0.41,61.2,55.0,4.8,4.84,2.95,824,Ideal
0.31,61.0,56.0,4.4,4.35,2.67,824,Ideal
0.34,61.9,57.0,4.48,4.52,2.78,825,Very Good
0.34,61.0,56.0,4.51,4.53,2.76,825,Very Good
0.36,59.9,58.6,4.62,4.66,2.77,825,Very Good
0.36,60.1,59.0,4.62,4.66,2.78,825,Very Good
0.4,60.9,58.0,4.76,4.79,2.91,825,Ideal
0.45,61.6,54.0,4.95,4.99,3.06,825,Ideal
0.45,61.9,54.0,4.95,4.97,3.07,825,Ideal
0.45,62.1,55.0,4.9,4.92,3.05,825,Ideal
0.32,61.5,55.0,4.43,4.45,2.73,825,Ideal
0.32,61.8,56.0,4.4,4.43,2.73,825,Ideal
0.32,61.0,54.0,4.44,4.46,2.72,825,Ideal
0.32,61.1,55.0,4.44,4.46,2.72,825,Ideal
0.32,62.3,54.0,4.37,4.4,2.73,825,Ideal
0.28,62.0,53.0,4.23,4.29,2.64,825,Ideal
0.3,63.3,61.0,4.21,4.23,2.67,825,Good
0.37,62.1,54.0,4.67,4.73,2.92,825,Good
0.42,61.3,58.0,4.8,4.83,2.95,825,Premium
0.34,62.3,55.0,4.49,4.53,2.81,826,Ideal
0.3,59.5,60.0,4.36,4.38,2.6,826,Ideal
0.3,60.0,60.0,4.37,4.39,2.63,826,Ideal
0.3,62.4,55.0,4.32,4.34,2.7,826,Ideal
0.3,62.6,54.0,4.28,4.31,2.69,826,Ideal
0.3,62.3,55.0,4.29,4.32,2.68,826,Ideal
0.4,60.9,56.0,4.76,4.8,2.91,826,Ideal
0.3,62.6,54.0,4.3,4.33,2.7,826,Ideal
0.34,58.0,61.0,4.56,4.58,2.65,826,Good
0.32,60.9,60.0,4.4,4.43,2.69,461,Premium
0.32,63.5,57.0,4.34,4.39,2.77,461,Good
0.32,61.8,56.0,4.4,4.43,2.73,461,Very Good
0.32,63.4,55.0,4.36,4.38,2.77,461,Good
0.28,60.9,57.0,4.22,4.25,2.58,462,Very Good
0.26,62.2,55.0,4.06,4.11,2.54,462,Ideal
0.28,62.2,54.0,4.19,4.23,2.62,462,Ideal
0.23,61.2,62.0,3.95,3.99,2.43,462,Good
0.25,64.6,56.0,3.97,3.99,2.57,462,Good
0.23,62.8,62.0,3.9,3.93,2.46,462,Good
0.31,61.5,59.0,4.34,4.38,2.68,462,Very Good
0.31,62.1,58.0,4.33,4.36,2.7,462,Premium
0.31,63.7,58.0,4.27,4.3,2.73,462,Good
0.31,61.8,60.0,4.33,4.37,2.69,462,Very Good
0.31,62.9,54.0,4.3,4.35,2.72,462,Very Good
0.31,62.8,53.0,4.35,4.37,2.74,462,Very Good
0.31,63.6,54.0,4.31,4.34,2.75,462,Good
0.31,62.8,55.0,4.32,4.38,2.73,462,Very Good
0.31,62.2,55.0,4.36,4.38,2.72,462,Ideal
0.31,61.8,60.0,4.32,4.35,2.68,462,Premium
0.31,62.5,55.0,4.3,4.34,2.7,462,Very Good
0.31,62.7,59.0,4.3,4.35,2.71,462,Very Good
0.31,62.1,59.0,4.31,4.35,2.69,462,Premium
0.31,60.1,58.0,4.38,4.4,2.64,462,Premium
0.31,63.0,58.0,4.3,4.34,2.72,462,Very Good
0.31,60.1,60.0,4.38,4.41,2.64,462,Premium
0.31,63.2,54.0,4.31,4.33,2.73,462,Good
0.31,62.1,57.0,4.32,4.34,2.69,462,Ideal
0.31,63.6,57.0,4.29,4.33,2.74,462,Good
0.31,62.2,55.0,4.35,4.36,2.71,462,Ideal
0.31,59.0,59.0,4.4,4.42,2.6,826,Good
0.51,58.0,60.0,5.29,5.23,3.05,826,Premium
0.4,63.4,54.4,4.68,4.73,2.99,826,Good
0.31,61.1,56.0,4.35,4.42,2.68,826,Very Good
0.38,60.9,61.0,4.66,4.73,2.86,827,Very Good
0.33,61.3,56.0,4.43,4.47,2.73,827,Ideal
0.28,61.1,55.0,4.23,4.28,2.6,827,Ideal
0.4,61.2,62.0,4.7,4.75,2.89,827,Good
0.41,64.4,57.0,4.67,4.71,3.02,827,Good
0.41,62.8,58.0,4.67,4.7,2.94,827,Good
0.35,63.3,57.0,4.53,4.51,2.86,827,Very Good
0.35,62.3,55.0,4.56,4.52,2.83,827,Ideal
0.35,60.7,57.0,4.57,4.53,2.76,827,Ideal
0.35,60.2,57.0,4.61,4.56,2.76,827,Premium
0.35,61.6,57.0,4.55,4.54,2.8,827,Ideal
0.35,61.8,59.0,4.56,4.54,2.81,827,Premium
0.35,61.0,60.0,4.58,4.54,2.78,827,Premium
0.35,60.1,61.0,4.59,4.56,2.75,827,Premium
0.35,60.8,55.0,4.59,4.56,2.78,827,Ideal
0.35,61.6,55.0,4.56,4.53,2.8,827,Ideal
0.35,62.1,58.0,4.54,4.51,2.81,827,Premium
0.35,62.3,55.0,4.54,4.51,2.82,827,Ideal
0.35,60.9,58.0,4.55,4.52,2.76,827,Premium
0.35,62.3,57.0,4.52,4.5,2.81,827,Ideal
0.35,61.6,56.0,4.53,4.49,2.78,827,Ideal
0.35,62.7,56.0,4.51,4.49,2.82,827,Ideal
0.35,63.0,57.0,4.52,4.46,2.83,827,Ideal
0.35,61.3,57.0,4.57,4.54,2.79,827,Ideal
0.38,60.6,56.0,4.73,4.7,2.86,827,Ideal
0.5,57.5,66.0,5.3,5.17,3.01,827,Fair
0.41,61.6,57.0,4.76,4.78,2.94,827,Ideal
0.41,60.9,61.0,4.74,4.75,2.89,827,Very Good
0.41,63.5,57.0,4.72,4.76,3.01,827,Good
0.41,59.8,61.0,4.78,4.82,2.87,827,Very Good
0.32,61.1,56.0,4.42,4.45,2.71,827,Ideal
0.41,59.8,58.0,4.8,4.84,2.88,827,Premium
0.41,59.2,58.0,4.8,4.83,2.85,827,Premium
0.41,61.4,54.0,4.77,4.84,2.95,827,Ideal
0.41,62.1,57.0,4.72,4.78,2.95,827,Ideal
0.41,60.8,59.0,4.78,4.8,2.91,827,Premium
0.41,62.4,60.0,4.7,4.73,2.94,827,Premium
0.41,59.9,59.0,4.82,4.86,2.9,827,Very Good
0.41,59.7,59.0,4.81,4.84,2.88,827,Premium
0.41,62.7,56.0,4.73,4.77,2.98,827,Ideal
0.41,62.4,58.0,4.72,4.76,2.96,827,Premium
0.41,62.6,58.0,4.71,4.74,2.96,827,Premium
0.41,62.7,56.0,4.71,4.76,2.97,827,Ideal
0.41,61.8,59.0,4.72,4.76,2.93,827,Premium
0.41,61.4,59.0,4.75,4.79,2.93,827,Premium
0.41,62.4,55.0,4.73,4.76,2.96,827,Ideal
0.41,60.9,58.0,4.8,4.83,2.93,827,Premium
0.41,62.7,55.0,4.75,4.79,2.99,827,Ideal
0.41,61.9,59.0,4.73,4.77,2.94,827,Premium
0.41,59.8,57.0,4.81,4.85,2.89,827,Ideal
0.41,61.0,56.0,4.81,4.83,2.94,827,Very Good
0.41,62.6,59.0,4.73,4.76,2.97,827,Premium
0.41,61.5,58.0,4.8,4.82,2.96,827,Premium
0.41,63.9,55.0,4.71,4.74,3.02,827,Good
0.41,62.7,56.0,4.74,4.77,2.98,827,Ideal
0.41,63.5,54.0,4.7,4.75,3.0,827,Good
0.41,62.9,58.0,4.71,4.74,2.97,827,Very Good
0.41,62.9,59.0,4.7,4.75,2.97,827,Very Good
0.41,60.9,57.0,4.79,4.84,2.93,827,Ideal
0.41,62.4,54.0,4.78,4.81,2.99,827,Ideal
0.41,61.9,56.0,4.75,4.78,2.95,827,Ideal
0.41,61.6,58.0,4.73,4.78,2.93,827,Premium
0.41,61.4,55.0,4.75,4.8,2.93,827,Ideal
0.41,62.0,56.0,4.74,4.78,2.95,827,Very Good
0.41,61.3,57.0,4.76,4.8,2.93,827,Very Good
0.41,62.8,59.0,4.73,4.64,2.94,827,Very Good
0.41,61.7,56.0,4.77,4.8,2.95,827,Ideal
0.41,62.6,60.0,4.75,4.77,2.98,827,Premium
0.41,61.7,61.0,4.7,4.74,2.91,827,Very Good
0.41,61.8,58.0,4.75,4.77,2.94,827,Premium
0.41,62.5,56.0,4.72,4.75,2.96,827,Ideal
0.41,62.3,56.0,4.73,4.77,2.96,827,Ideal
0.41,63.1,56.0,4.72,4.75,2.99,827,Good
0.41,62.7,56.0,4.72,4.76,2.97,827,Ideal
0.41,59.9,58.0,4.81,4.87,2.9,827,Premium
0.41,62.5,54.0,4.75,4.78,2.98,827,Ideal
0.41,62.1,58.0,4.76,4.78,2.96,827,Premium
0.41,61.4,59.0,4.75,4.79,2.93,827,Premium
0.41,63.6,54.0,4.72,4.75,3.01,827,Good
0.41,62.2,57.0,4.71,4.74,2.94,827,Ideal
0.34,62.4,54.0,4.45,4.49,2.79,827,Ideal
0.32,62.2,55.0,4.37,4.41,2.73,827,Ideal
0.32,61.6,56.0,4.37,4.43,2.71,827,Ideal
0.41,61.8,56.0,4.77,4.81,2.96,827,Ideal
0.36,61.5,55.0,4.59,4.62,2.83,828,Ideal
0.31,61.8,54.0,4.36,4.38,2.7,828,Ideal
0.31,61.5,56.0,4.39,4.43,2.71,828,Ideal
0.32,61.0,56.0,4.42,4.47,2.71,828,Ideal
0.33,60.6,59.0,4.45,4.5,2.71,828,Ideal
0.31,62.1,54.0,4.35,4.38,2.71,828,Ideal
0.31,62.4,55.0,4.33,4.36,2.71,828,Ideal
0.31,62.0,55.0,4.34,4.37,2.7,828,Ideal
0.44,62.3,54.0,4.89,4.86,3.04,828,Ideal
0.39,62.1,53.0,4.73,4.77,2.95,828,Ideal
0.32,61.0,56.0,4.41,4.44,2.7,828,Ideal
0.4,62.0,54.0,4.72,4.75,2.94,828,Ideal
0.36,62.0,55.0,4.58,4.6,2.85,828,Ideal
0.47,65.2,59.0,4.75,4.82,3.12,828,Fair
0.28,62.4,55.0,4.2,4.17,2.61,828,Ideal
0.28,60.1,59.0,4.26,4.22,2.55,828,Premium
0.28,62.0,56.0,4.23,4.19,2.61,828,Ideal
0.28,62.4,56.0,4.2,4.16,2.61,828,Ideal
0.28,62.1,56.0,4.21,4.19,2.61,828,Ideal
0.28,60.3,57.0,4.25,4.21,2.55,828,Ideal
0.28,62.9,52.0,4.21,4.18,2.64,828,Premium
0.28,61.1,60.0,4.21,4.17,2.56,828,Premium
0.28,61.3,60.0,4.21,4.18,2.57,828,Premium
0.32,60.8,57.0,4.42,4.39,2.68,828,Ideal
0.32,63.6,57.0,4.37,4.34,2.77,828,Good
0.32,61.0,58.0,4.44,4.41,2.7,828,Premium
0.32,61.6,55.0,4.44,4.42,2.73,828,Premium
0.32,60.2,60.0,4.48,4.45,2.69,828,Premium
0.32,62.3,58.0,4.37,4.33,2.71,828,Premium
0.32,63.4,56.0,4.37,4.34,2.76,828,Very Good
0.32,62.1,58.0,4.39,4.34,2.71,828,Premium
0.32,62.9,57.0,4.39,4.36,2.75,828,Ideal
0.32,61.9,55.0,4.39,4.37,2.71,828,Ideal
0.32,61.7,56.0,4.42,4.37,2.71,828,Ideal
0.32,61.8,55.0,4.42,4.38,2.72,828,Ideal
0.32,61.8,55.0,4.42,4.38,2.72,828,Ideal
0.32,62.0,55.0,4.42,4.39,2.73,828,Ideal
0.32,61.2,56.0,4.43,4.4,2.7,828,Ideal
0.32,59.2,59.0,4.47,4.45,2.64,828,Premium
0.32,61.3,55.0,4.46,4.42,2.72,828,Ideal
0.32,60.5,56.0,4.44,4.42,2.68,828,Ideal
0.32,61.2,56.0,4.44,4.42,2.71,828,Ideal
0.32,61.8,55.0,4.45,4.42,2.74,828,Ideal
0.32,62.1,56.0,4.43,4.4,2.74,828,Premium
0.32,60.6,60.0,4.44,4.4,2.68,828,Premium
0.32,62.1,55.0,4.44,4.41,2.75,828,Premium
0.32,61.2,56.0,4.45,4.41,2.71,828,Ideal
0.32,62.1,55.0,4.42,4.4,2.74,828,Ideal
0.32,61.2,57.0,4.43,4.4,2.7,828,Ideal
0.32,61.3,62.0,4.42,4.39,2.7,828,Premium
0.32,61.0,59.0,4.43,4.39,2.69,828,Premium
0.32,61.7,55.0,4.43,4.39,2.72,828,Ideal
0.32,61.9,55.0,4.43,4.39,2.73,828,Ideal
0.32,61.6,57.0,4.42,4.38,2.71,828,Ideal
0.32,62.8,54.0,4.41,4.38,2.76,828,Ideal
0.32,61.6,56.0,4.42,4.38,2.71,828,Ideal
0.32,62.1,55.0,4.41,4.38,2.73,828,Ideal
0.32,61.7,58.0,4.41,4.38,2.71,828,Premium
0.32,62.9,57.0,4.4,4.37,2.76,828,Ideal
0.32,61.7,55.0,4.41,4.37,2.71,828,Ideal
0.32,62.0,56.0,4.41,4.37,2.72,828,Ideal
0.32,63.0,55.0,4.38,4.35,2.75,828,Ideal
0.32,62.0,56.0,4.39,4.35,2.71,828,Ideal
0.32,62.4,58.0,4.4,4.35,2.73,828,Premium
0.32,61.4,58.0,4.4,4.36,2.69,828,Premium
0.32,62.1,58.0,4.39,4.37,2.72,828,Premium
0.32,62.3,54.0,4.39,4.37,2.73,828,Ideal
0.32,62.3,56.0,4.39,4.37,2.73,828,Ideal
0.32,63.2,55.0,4.39,4.37,2.77,828,Very Good
0.32,61.3,57.0,4.4,4.37,2.69,828,Ideal
0.32,62.3,55.0,4.4,4.37,2.73,828,Ideal
0.32,62.8,58.0,4.39,4.34,2.74,828,Premium
0.32,61.8,60.0,4.36,4.35,2.69,828,Premium
0.32,62.8,59.0,4.37,4.33,2.73,828,Premium
0.32,59.4,58.0,4.48,4.44,2.65,828,Premium
0.32,61.1,57.0,4.47,4.44,2.72,828,Ideal
0.32,59.5,61.0,4.46,4.42,2.64,828,Premium
0.32,60.7,58.0,4.45,4.41,2.69,828,Premium
0.32,61.9,56.0,4.44,4.41,2.74,828,Ideal
0.32,60.8,58.0,4.44,4.41,2.69,828,Premium
0.32,61.2,56.0,4.44,4.41,2.71,828,Ideal
0.32,59.7,59.0,4.44,4.41,2.64,828,Premium
0.32,60.3,55.0,4.45,4.4,2.67,828,Ideal
0.32,61.3,56.0,4.43,4.41,2.71,828,Ideal
0.32,62.4,55.0,4.43,4.41,2.76,828,Ideal
0.32,61.1,57.0,4.44,4.4,2.7,828,Ideal
0.32,61.2,59.0,4.42,4.4,2.7,828,Premium
0.32,61.5,56.0,4.42,4.4,2.71,828,Ideal
0.32,61.5,55.0,4.42,4.4,2.71,828,Ideal
0.32,60.2,59.0,4.43,4.4,2.66,828,Premium
0.32,61.6,57.0,4.43,4.4,2.72,828,Ideal
0.32,61.6,55.0,4.43,4.4,2.72,828,Ideal
0.32,60.6,59.0,4.44,4.4,2.68,828,Premium
0.32,61.7,55.0,4.41,4.4,2.72,828,Ideal
0.32,61.5,58.0,4.42,4.39,2.71,828,Premium
0.32,61.1,58.0,4.42,4.39,2.69,828,Premium
0.32,61.4,60.0,4.42,4.38,2.7,828,Premium
0.32,62.6,55.0,4.41,4.38,2.75,828,Ideal
0.32,61.7,58.0,4.41,4.38,2.71,828,Premium
0.32,62.4,54.0,4.4,4.38,2.74,828,Ideal
0.32,61.0,61.0,4.41,4.38,2.68,828,Premium
0.32,62.3,56.0,4.4,4.37,2.73,828,Ideal
0.32,62.5,56.0,4.38,4.36,2.73,828,Ideal
0.32,61.9,56.0,4.39,4.37,2.71,828,Ideal
0.32,61.3,57.0,4.4,4.37,2.69,828,Ideal
0.32,61.3,60.0,4.4,4.37,2.69,828,Premium
0.32,62.1,59.0,4.41,4.35,2.72,828,Premium
0.32,62.2,55.0,4.37,4.35,2.71,828,Ideal
0.32,62.4,56.0,4.37,4.35,2.72,828,Ideal
0.32,62.1,57.0,4.38,4.35,2.71,828,Ideal
0.32,62.8,57.0,4.36,4.33,2.73,828,Ideal
0.32,62.4,57.0,4.38,4.34,2.72,828,Ideal
0.32,62.8,53.0,4.38,4.34,2.74,828,Ideal
0.32,63.4,57.0,4.36,4.32,2.75,828,Very Good
0.32,63.2,58.0,4.35,4.32,2.74,828,Very Good
0.3,60.5,56.0,4.37,4.33,2.63,828,Ideal
0.32,61.2,56.0,4.43,4.39,2.7,828,Ideal
0.32,62.5,60.0,4.35,4.29,2.7,828,Premium
0.32,62.5,56.0,4.4,4.37,2.74,828,Ideal
0.44,60.6,58.0,4.9,4.96,2.99,828,Premium
0.4,62.7,60.0,4.64,4.7,2.93,828,Very Good
0.4,62.2,61.0,4.68,4.71,2.92,828,Very Good
0.4,62.4,56.0,4.71,4.74,2.95,828,Ideal
0.33,62.1,56.0,4.43,4.46,2.76,828,Ideal
0.4,62.6,56.0,4.71,4.75,2.96,828,Ideal
0.32,58.8,59.0,4.52,4.49,2.65,829,Premium
0.44,62.8,59.0,4.88,4.91,3.07,829,Very Good
0.42,63.5,54.0,4.76,4.72,3.01,829,Very Good
0.33,62.0,60.0,4.46,4.41,2.75,829,Premium
0.32,60.4,57.0,4.46,4.47,2.7,829,Ideal
0.33,62.0,59.0,4.42,4.45,2.75,829,Ideal
0.41,61.6,57.0,4.77,4.81,2.95,829,Ideal
0.42,60.7,57.0,4.87,4.84,2.95,829,Ideal
0.34,62.0,56.0,4.48,4.46,2.77,829,Ideal
0.34,62.2,57.0,4.46,4.42,2.76,829,Ideal
0.47,67.9,56.0,4.84,4.65,3.24,829,Fair
0.35,62.3,56.0,4.5,4.52,2.81,829,Ideal
0.35,62.5,55.0,4.5,4.55,2.83,829,Ideal
0.35,61.8,56.0,4.51,4.55,2.8,829,Ideal
0.35,62.3,55.0,4.52,4.54,2.82,829,Ideal
0.35,61.9,58.0,4.51,4.6,2.82,829,Premium
0.35,62.3,60.0,4.5,4.52,2.81,829,Very Good
0.35,60.6,56.0,4.54,4.57,2.76,829,Ideal
0.35,61.9,55.0,4.5,4.54,2.8,829,Ideal
0.35,60.4,58.0,4.53,4.58,2.75,829,Premium
0.35,60.7,56.0,4.56,4.6,2.78,829,Ideal
0.35,61.8,55.0,4.53,4.56,2.81,829,Ideal
0.35,62.0,58.0,4.54,4.56,2.82,829,Premium
0.35,61.6,56.0,4.53,4.56,2.8,829,Ideal
0.35,62.4,57.0,4.51,4.56,2.83,829,Ideal
0.35,61.6,57.0,4.5,4.53,2.78,829,Ideal
0.35,60.8,58.0,4.55,4.58,2.78,829,Premium
0.35,61.3,56.0,4.54,4.56,2.79,829,Ideal
0.35,60.9,57.0,4.51,4.55,2.76,829,Ideal
0.35,61.2,56.0,4.53,4.55,2.78,829,Ideal
0.35,61.9,56.0,4.51,4.53,2.8,829,Ideal
0.35,62.0,55.0,4.47,4.53,2.79,829,Ideal
0.45,63.9,57.0,4.81,4.86,3.09,829,Good
0.35,62.4,55.0,4.48,4.52,2.81,829,Ideal
0.35,59.7,58.0,4.57,4.61,2.74,829,Premium
0.35,61.5,56.0,4.53,4.55,2.79,829,Ideal
0.31,61.8,59.0,4.33,4.36,2.69,830,Very Good
0.35,62.5,56.0,4.51,4.55,2.83,830,Ideal
0.42,61.8,55.0,4.82,4.85,2.99,830,Ideal
0.3,62.3,52.8,4.29,4.33,2.69,830,Ideal
0.3,62.0,54.4,4.3,4.32,2.67,830,Ideal
0.46,65.6,58.0,4.8,4.84,3.16,830,Fair
0.41,60.2,57.0,4.85,4.81,2.91,830,Ideal
0.41,62.0,55.0,4.77,4.74,2.95,830,Premium
0.41,61.3,59.0,4.78,4.74,2.92,830,Premium
0.41,62.1,58.0,4.79,4.75,2.96,830,Premium
0.41,62.1,56.0,4.79,4.75,2.96,830,Ideal
0.41,62.7,57.0,4.75,4.72,2.97,830,Ideal
0.41,60.8,61.0,4.79,4.72,2.89,830,Premium
0.41,63.7,56.0,4.71,4.68,2.99,830,Good
0.41,60.8,58.0,4.83,4.78,2.92,830,Premium
0.45,60.1,59.0,4.96,4.92,3.02,830,Premium
0.39,63.1,56.0,4.63,4.69,2.94,830,Good
0.43,60.1,58.0,4.89,4.93,2.95,830,Premium
0.43,61.5,56.0,4.82,4.87,2.98,830,Ideal
0.43,61.1,59.0,4.83,4.89,2.97,830,Premium
0.43,61.2,58.0,4.83,4.87,2.97,830,Premium
0.3,61.4,59.0,4.27,4.3,2.63,831,Very Good
0.45,61.6,54.0,4.96,4.98,3.06,831,Ideal
0.38,62.2,53.8,4.65,4.69,2.9,831,Very Good
0.3,61.6,59.0,4.29,4.33,2.66,832,Very Good
0.3,62.2,56.0,4.28,4.3,2.67,832,Very Good
0.39,60.1,56.0,4.77,4.82,2.88,832,Very Good
0.36,59.0,57.0,4.71,4.74,2.79,832,Very Good
0.38,62.2,54.6,4.62,4.66,2.89,832,Ideal
0.38,62.5,53.4,4.63,4.66,2.9,832,Ideal
0.38,62.1,53.9,4.64,4.69,2.9,832,Ideal
0.38,62.3,53.3,4.65,4.69,2.91,832,Ideal
0.38,61.3,55.8,4.65,4.71,2.87,832,Ideal
0.44,62.8,60.0,4.86,4.82,3.04,832,Premium
0.33,62.4,56.0,4.41,4.43,2.76,832,Ideal
0.41,62.7,58.0,4.68,4.73,2.95,833,Very Good
0.35,62.1,56.0,4.54,4.57,2.82,833,Very Good
0.37,62.7,51.0,4.65,4.57,2.89,833,Premium
0.42,61.8,55.0,4.81,4.83,2.98,833,Ideal
0.41,64.7,56.0,4.68,4.72,3.04,833,Fair
0.37,61.3,57.0,4.64,4.6,2.83,833,Ideal
0.37,59.9,59.0,4.7,4.68,2.81,833,Premium
0.37,60.9,60.0,4.63,4.6,2.81,833,Premium
0.37,60.1,59.0,4.68,4.64,2.8,833,Premium
0.37,60.7,57.0,4.69,4.64,2.83,833,Premium
0.37,59.3,60.0,4.71,4.67,2.78,833,Premium
0.37,61.2,57.0,4.63,4.59,2.82,833,Premium
0.37,61.5,56.0,4.64,4.59,2.84,833,Ideal
0.37,62.2,57.0,4.64,4.59,2.87,833,Ideal
0.37,61.3,60.0,4.63,4.6,2.83,833,Premium
0.37,60.8,57.0,4.66,4.61,2.82,833,Ideal
0.31,58.8,62.0,4.39,4.42,2.59,462,Very Good
0.31,63.0,56.0,4.3,4.34,2.72,462,Very Good
0.31,61.7,55.0,4.37,4.38,2.7,462,Very Good
0.31,61.5,60.0,4.31,4.34,2.66,462,Very Good
0.31,61.3,56.0,4.36,4.41,2.69,462,Ideal
0.31,63.1,54.0,4.33,4.38,2.75,462,Good
0.31,62.4,55.0,4.31,4.34,2.7,462,Very Good
0.31,62.3,56.0,4.35,4.38,2.72,462,Ideal
0.31,62.0,56.0,4.33,4.35,2.69,462,Ideal
0.31,62.6,57.0,4.27,4.35,2.7,462,Ideal
0.31,63.2,57.0,4.27,4.3,2.71,462,Good
0.31,62.9,59.0,4.28,4.31,2.7,462,Very Good
0.31,63.9,57.0,4.28,4.33,2.75,462,Good
0.31,60.4,58.0,4.39,4.42,2.66,462,Very Good
0.31,63.7,55.0,4.32,4.35,2.76,462,Good
0.31,60.7,60.0,4.34,4.36,2.64,462,Premium
0.31,62.6,58.0,4.29,4.34,2.7,462,Premium
0.31,61.4,58.0,4.31,4.35,2.66,462,Premium
0.31,63.1,59.0,4.29,4.33,2.72,462,Good
0.31,61.9,56.0,4.34,4.38,2.7,462,Very Good
0.27,62.3,54.0,4.17,4.21,2.61,463,Very Good
0.33,61.4,54.0,4.44,4.48,2.74,463,Ideal
0.33,61.2,56.0,4.48,4.51,2.75,463,Ideal
0.33,61.7,55.0,4.46,4.48,2.76,463,Ideal
0.33,61.0,57.0,4.45,4.47,2.72,463,Ideal
0.33,61.3,56.0,4.44,4.47,2.73,463,Ideal
0.33,60.0,59.0,4.47,4.49,2.69,463,Very Good
0.33,59.7,58.0,4.48,4.53,2.69,463,Premium
0.33,60.6,58.0,4.44,4.47,2.7,463,Premium
0.33,63.0,56.0,4.41,4.42,2.78,463,Very Good
0.37,62.8,60.0,4.59,4.55,2.87,833,Premium
0.37,61.2,60.0,4.63,4.58,2.82,833,Premium
0.37,60.6,54.0,4.68,4.63,2.82,833,Premium
0.37,59.3,58.0,4.75,4.73,2.81,833,Premium
0.37,61.9,56.0,4.6,4.57,2.84,833,Ideal
0.37,61.8,58.0,4.64,4.59,2.85,833,Premium
0.37,62.7,54.0,4.6,4.55,2.87,833,Ideal
0.38,61.0,58.0,4.67,4.71,2.86,833,Premium
0.38,60.6,58.0,4.64,4.67,2.82,833,Premium
0.38,61.9,59.0,4.63,4.67,2.88,833,Premium
0.38,61.9,58.0,4.62,4.66,2.87,833,Premium
0.38,61.8,56.0,4.64,4.65,2.87,833,Ideal
0.38,62.0,58.0,4.62,4.64,2.87,833,Premium
0.38,61.4,57.0,4.63,4.65,2.85,833,Ideal
0.38,61.9,56.0,4.63,4.68,2.88,833,Very Good
0.38,60.8,56.0,4.66,4.71,2.85,833,Ideal
0.44,63.6,58.0,4.8,4.83,3.06,834,Very Good
0.32,62.8,60.0,4.32,4.34,2.72,834,Very Good
0.41,60.5,56.0,4.81,4.85,2.92,834,Very Good
0.32,61.7,57.0,4.39,4.42,2.72,834,Ideal
0.38,61.2,56.0,4.68,4.63,2.85,834,Ideal
0.39,62.9,57.0,4.68,4.64,2.93,834,Ideal
0.39,62.0,60.0,4.71,4.65,2.9,834,Premium
0.39,63.0,61.0,4.65,4.62,2.92,834,Premium
0.41,62.8,56.0,4.72,4.77,2.98,834,Very Good
0.41,62.8,60.0,4.72,4.77,2.98,834,Very Good
0.3,62.2,56.0,4.31,4.27,2.67,835,Ideal
0.3,61.0,57.0,4.32,4.31,2.63,835,Ideal
0.35,60.0,58.0,4.57,4.59,2.75,835,Very Good
0.41,62.7,60.0,4.71,4.75,2.96,835,Very Good
0.38,60.4,60.0,4.7,4.74,2.85,835,Very Good
0.36,61.4,54.0,4.59,4.63,2.83,835,Ideal
0.36,61.8,54.0,4.56,4.6,2.83,835,Ideal
0.36,61.8,55.0,4.58,4.61,2.84,835,Ideal
0.6,62.1,62.0,5.33,5.27,3.3,835,Premium
0.35,63.0,59.0,4.44,4.48,2.81,835,Very Good
0.3,58.4,62.0,4.4,4.43,2.58,835,Very Good
0.34,59.0,62.0,4.56,4.6,2.7,835,Very Good
0.34,62.3,57.0,4.44,4.48,2.78,835,Ideal
0.38,62.0,55.0,4.65,4.67,2.89,836,Ideal
0.41,64.3,54.0,4.72,4.68,3.02,836,Good
0.41,61.0,57.0,4.82,4.79,2.93,836,Ideal
0.41,62.2,56.0,4.8,4.72,2.96,836,Premium
0.3,60.0,55.0,4.36,4.41,2.63,837,Very Good
0.32,60.8,58.0,4.39,4.43,2.68,837,Ideal
0.32,60.9,55.0,4.41,4.43,2.69,837,Ideal
0.32,60.8,56.0,4.43,4.45,2.7,837,Ideal
0.3,61.1,55.0,4.34,4.37,2.66,837,Ideal
0.3,61.4,55.0,4.32,4.34,2.66,837,Ideal
0.3,61.1,57.0,4.34,4.36,2.65,837,Ideal
0.3,61.3,54.0,4.34,4.37,2.67,837,Ideal
0.31,62.2,54.0,4.39,4.36,2.72,837,Ideal
0.31,61.3,57.0,4.4,4.34,2.68,837,Ideal
0.31,60.5,57.0,4.41,4.39,2.66,837,Premium
0.4,62.2,54.4,4.72,4.76,2.95,837,Very Good
0.31,61.6,56.0,4.35,4.39,2.69,837,Ideal
0.43,60.5,59.0,4.86,4.89,2.95,838,Very Good
0.41,63.0,59.0,4.73,4.76,2.99,838,Very Good
0.33,61.2,56.0,4.46,4.5,2.74,838,Very Good
0.34,61.8,56.0,4.48,4.52,2.78,838,Ideal
0.34,60.8,58.0,4.51,4.53,2.75,838,Ideal
0.34,60.9,56.0,4.52,4.54,2.76,838,Ideal
0.33,61.6,55.0,4.46,4.47,2.75,838,Ideal
0.33,61.8,55.0,4.47,4.5,2.77,838,Ideal
0.33,61.7,54.0,4.46,4.49,2.76,838,Ideal
0.33,60.9,57.0,4.49,4.51,2.74,838,Ideal
